survey_code,PlotID,Investigators,SiteName,Country,SiteLatitude,SiteLongitude,MAT,MAP,community_description,plant_functional_type,plot_order,plot_family,plot_genus,plot_species,EPSG,Corner1_X,Corner1_Y,Corner1_Z,Corner2_X,Corner2_Y,Corner2_Z,Corner3_X,Corner3_Y,Corner3_Z,Corner4_X,Corner4_Y,Corner4_Z,AGB,AGB_g_m2,wind_speed,sky_conditions_code,sky_conditions,drone_and_sensor,HAG_plotmean_of_cellmax_m
20160725_AC_ORC,P01,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582030.809,7719547.809,4.184,582030.665,7719547.344,4.203,582031.137,7719547.167,4.22,582031.312,7719547.607,4.207,69.14,276.56,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.1477
20160725_AC_ORC,P02,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582031.786,7719552.94,4.414,582031.659,7719552.451,4.379,582032.122,7719552.292,4.388,582032.274,7719552.827,4.413,63.74,254.96,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.1083
20160725_AC_ORC,P03,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582034.752,7719543.146,4.072,582034.711,7719542.655,4.092,582035.198,7719542.606,4.099,582035.243,7719543.114,4.084,44.87,179.48,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.1229
20160725_AC_ORC,P04,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582023.646,7719553.576,4.225,582023.543,7719553.093,4.211,582024.013,7719552.963,4.22,582024.147,7719553.455,4.214,42.84,171.36,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.1224
20160725_AC_ORC,P05,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582025.118,7719548.174,4.092,582025.101,7719547.665,4.106,582025.588,7719547.656,4.107,582025.617,7719548.172,4.135,37.32,149.28,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.0779
20160725_AC_ORC,P06,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582028.295,7719544.264,4.075,582028.195,7719543.761,4.105,582028.687,7719543.643,4.098,582028.758,7719544.143,4.069,49.74,198.96,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.0666
20160725_AC_ORC,P07,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582016.461,7719542.671,3.883,582016.073,7719542.339,3.878,582016.437,7719541.983,3.904,582016.772,7719542.311,3.919,118.89,475.56,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4043
20160725_AC_ORC,P08,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582014.762,7719541.599,3.942,582014.308,7719541.324,3.953,582014.647,7719540.936,3.967,582015.032,7719541.197,3.934,105.03,420.12,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.2689
20160725_AC_ORC,P09,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582012.73,7719540.446,3.871,582012.347,7719540.08,3.922,582012.728,7719539.782,3.929,582013.051,7719540.15,3.941,165.92,663.68,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4011
20160725_AC_ORC,P10,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581997.698,7719546.153,4.044,581997.254,7719545.905,4.079,581997.526,7719545.492,4.069,581997.94,7719545.763,4.034,193.13,772.52,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4434
20160725_AC_ORC,P11,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581994.308,7719544.558,4.044,581993.971,7719544.157,4.069,581994.324,7719543.851,4.084,581994.62,7719544.229,4.077,218.15,872.6,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4303
20160725_AC_ORC,P12,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581993.816,7719540.716,3.965,581993.53,7719540.287,3.984,581993.949,7719540.072,4.005,581994.186,7719540.471,3.989,214.16,856.64,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.5121
20160725_AC_ORC,P13,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581982.605,7719540.237,4.058,581982.631,7719539.711,4.071,581983.102,7719539.756,4.058,581983.059,7719540.384,4.023,473.07,1892.28,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.6315
20160725_AC_ORC,P14,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581982.334,7719542.332,4.092,581982.232,7719541.816,4.019,581982.665,7719541.88,4.056,581982.683,7719542.364,4.073,363.76,1455.04,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.6841
20160725_AC_ORC,P15,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581982.066,7719544.57,4.13,581982.009,7719544.11,4.184,581982.507,7719544.066,4.185,581982.536,7719544.525,4.097,364.55,1458.2,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.6512
20160725_AC_ORC,P16,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581980.614,7719549.1,4.111,581980.662,7719548.691,4.134,581981.137,7719548.881,4.205,581981.026,7719549.239,4.215,607.84,2431.36,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.8061
20160725_AC_ORC,P17,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581982.313,7719550.215,4.191,581982.311,7719549.744,4.164,581982.838,7719549.831,4.158,581982.802,7719550.218,4.167,587.58,2350.32,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.8249
20160725_AC_ORC,P18,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581983.606,7719549.124,4.129,581983.709,7719548.745,4.203,581984.196,7719548.744,4.204,581984.128,7719549.032,4.201,586.66,2346.64,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.7609
20160725_AC_ORC,P19,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581973.819,7719539.19,3.993,581973.898,7719538.732,4.043,581974.381,7719538.745,4.1,581974.282,7719539.282,4.07,64.84,259.36,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.3376
20160725_AC_ORC,P20,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581975.301,7719536.081,4.017,581975.226,7719535.615,4.103,581975.692,7719535.561,4.063,581975.776,7719536.037,4.011,101.53,406.12,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.3215
20160725_AC_ORC,P21,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581974.81,7719546.55,4.158,581974.96,7719546.083,4.19,581975.369,7719546.274,4.202,581975.32,7719546.76,4.183,81.13,324.52,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.2568
20160725_AC_ORC,P22,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581965.878,7719530.268,4.031,581965.888,7719529.792,3.995,581966.313,7719529.766,4.058,581966.348,7719530.215,4.07,370.39,1481.56,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.412
20160725_AC_ORC,P23,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581967.712,7719530.348,4.012,581967.595,7719529.826,4.071,581968.042,7719529.7,4.094,581968.152,7719530.166,4.043,266.8,1067.2,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4368
20160725_AC_ORC,P24,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581969.54,7719529.718,4.009,581969.402,7719529.243,4.046,581969.78,7719529.08,4.001,581969.971,7719529.54,4.009,203.45,813.8,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4951
20160725_AC_ORC,P25,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581953.459,7719532.348,4.099,581953.191,7719531.933,4.152,581953.493,7719531.689,4.107,581953.808,7719532.015,4.102,205.12,820.48,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4144
20160725_AC_ORC,P26,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581951.81,7719531.541,4.113,581951.394,7719531.256,4.136,581951.685,7719530.902,4.103,581952.078,7719531.197,4.146,241.71,966.84,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4471
20160725_AC_ORC,P27,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581949.994,7719530.124,4.084,581949.778,7719529.685,4.13,581950.205,7719529.501,4.137,581950.409,7719529.889,4.15,198.02,792.08,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.3982
20160725_AC_ORC,P28,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581942.844,7719539.195,4.154,581942.676,7719538.714,4.203,581943.07,7719538.634,4.203,581943.269,7719539.054,4.16,400.89,1603.56,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.6104
20160725_AC_ORC,P29,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581941.852,7719536.653,4.099,581941.585,7719536.259,4.124,581942.093,7719536.174,4.145,581942.246,7719536.589,4.138,490.41,1961.64,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.5771
20160725_AC_ORC,P30,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581941.412,7719534.113,4.103,581941.239,7719533.655,4.105,581941.661,7719533.487,4.12,581941.799,7719533.954,4.129,558.69,2234.76,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.6357
20160725_AC_ORC,P31,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581990.966,7719531.481,4.026,581990.976,7719530.96,4.012,581991.444,7719531.032,3.968,581991.368,7719531.46,4.027,262.41,1049.64,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4251
20160725_AC_ORC,P32,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581990.942,7719533.246,3.962,581990.885,7719532.722,4.004,581991.425,7719532.623,4.003,581991.51,7719533.203,4.036,160.19,640.76,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.4631
20160725_AC_ORC,P33,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,581990.308,7719534.988,3.973,581990.146,7719534.53,3.99,581990.594,7719534.334,3.971,581990.894,7719534.926,4.005,140.13,560.52,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.3873
20160725_AC_ORC,P34,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582022.739,7719540.642,3.965,582022.849,7719540.108,3.997,582023.343,7719540.198,4.001,582023.201,7719540.737,4.016,447.12,1788.48,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.2852
20160725_AC_ORC,P35,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582023.955,7719540.306,3.995,582024.015,7719539.799,4.013,582024.47,7719539.843,3.995,582024.537,7719540.296,4.011,305.24,1220.96,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.2612
20160725_AC_ORC,P36,"Andrew Cunliffe, Isla Myers-Smith",Qikiqtaruk (Orca),Canada,69.572,-138.895,-10.0,160.0,Arctic ecotone from graminoid to shrub dominated,Shrub,Malpighiales,Salicaceae,Salix,richardsonii,32607,582022.904,7719539.404,3.944,582022.971,7719538.897,3.961,582023.401,7719538.96,3.972,582023.309,7719539.439,3.965,307.38,1229.52,3.4,5.0,5 - Cumulus over most of sky (sun not obscured),DJI Phantom 4 Pro,0.2903
20180602_MV_SGE,P01,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593514.34,4204059.193,1866.616,593513.687,4204059.647,1866.665,593513.351,4204059.119,1866.721,593513.941,4204058.652,1866.654,1076.4,2146.7889908256884,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.176
20180602_MV_SGE,P02,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593519.26,4204043.244,1867.823,593518.356,4204043.723,1867.817,593517.982,4204042.886,1867.843,593518.744,4204042.509,1867.878,2495.95,2953.088026502603,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.2059
20180602_MV_SGE,P03,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593516.492,4204034.464,1868.051,593515.878,4204034.877,1868.098,593515.562,4204034.177,1868.077,593516.157,4204033.853,1868.12,1369.4,2652.8477334366526,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.2266
20180602_MV_SGE,P04,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593517.906,4204025.412,1867.734,593517.036,4204025.634,1867.757,593516.793,4204024.79,1867.76,593517.768,4204024.531,1867.733,1430.3,1699.7029114676172,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.2454
20180602_MV_SGE,P05,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593504.592,4204024.486,1868.049,593504.961,4204025.202,1868.026,593504.296,4204025.527,1868.012,593503.994,4204024.911,1868.048,1031.2,1887.2620790629576,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.2174
20180602_MV_SGE,P06,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593495.872,4204013.83,1867.955,593495.196,4204014.028,1868.01,593495.065,4204013.293,1867.947,593495.701,4204013.161,1867.945,498.1,1026.1639884631234,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.1014
20180602_MV_SGE,P07,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593507.502,4204058.256,1866.992,593506.925,4204058.642,1867.035,593506.483,4204057.936,1867.07,593507.125,4204057.645,1867.065,390.9,723.8888888888888,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.0632
20180602_MV_SGE,P08,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593491.615,4204035.693,1868.368,593491.024,4204036.227,1868.422,593490.583,4204035.581,1868.347,593491.265,4204035.207,1868.317,1634.24,3027.4916635791037,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.3254
20180602_MV_SGE,P09,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593497.089,4204022.521,1868.058,593496.639,4204022.914,1868.056,593496.195,4204022.305,1868.093,593496.653,4204021.987,1868.071,184.2,442.8949266650637,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.0408
20180602_MV_SGE,P10,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593487.542,4204028.556,1868.259,593486.965,4204028.994,1868.252,593486.52,4204028.452,1868.25,593487.202,4204028.053,1868.245,208.4,422.54663422546633,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.0752
20180602_MV_SGE,P11,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593491.611,4204035.67,1868.359,593491.058,4204036.232,1868.418,593490.584,4204035.573,1868.343,593491.268,4204035.191,1868.315,859.8,1578.4835689370295,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.3292
20180602_MV_SGE,P12,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,11.6,228.0,Wyoming black Sagebrush with blue grama grasses,Shrub,Asterales,Asteraceae,Artemisia,nova,32612,593486.342,4204030.815,1868.268,593485.74,4204031.389,1868.305,593485.237,4204030.878,1868.287,593485.925,4204030.305,1868.257,703.04,1185.365031192042,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.1324
20180602_MV_SGB,P01,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,592012.621,4201331.824,1855.758,592011.907,4201331.916,1855.764,592011.786,4201331.242,1855.785,592012.497,4201331.05,1855.752,308.18,577.9819954988748,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.1138
20180602_MV_SGB,P02,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,591994.328,4201333.633,1855.352,591993.58,4201333.757,1855.362,591993.43,4201333.149,1855.326,591994.1,4201332.859,1855.338,532.69,1006.9754253308129,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.2138
20180602_MV_SGB,P03,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,591982.522,4201333.371,1855.125,591981.695,4201333.587,1854.981,591981.609,4201333.005,1855.002,591982.232,4201332.766,1855.067,467.25,987.6347495244135,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.2198
20180602_MV_SGB,P04,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,591982.302,4201320.028,1855.373,591981.554,4201320.169,1855.409,591981.559,4201319.371,1855.429,591982.306,4201319.421,1855.418,394.69,751.9337016574585,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.163
20180602_MV_SGB,P05,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,591994.011,4201318.142,1855.771,591993.418,4201318.143,1855.765,591993.449,4201317.316,1855.847,591994.156,4201317.583,1855.824,220.69,477.47728256166164,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.0815
20180602_MV_SGB,P06,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,592005.18,4201312.561,1856.53,592004.454,4201312.414,1856.475,592004.49,4201311.741,1856.523,592005.196,4201311.742,1856.512,306.35,571.4418951688118,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.1364
20180602_MV_SGB,P07,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,591999.127,4201305.768,1856.265,591998.353,4201305.845,1856.207,591998.336,4201305.117,1856.251,591999.148,4201305.073,1856.292,440.0,780.0035454706612,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.1691
20180602_MV_SGB,P08,"Miguel L. Villarreal, Caroline A. Havrilla ","SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,11.6,228.0,Broom snakeweed-dominated sagebrush/grassland community ,Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,32612,592003.302,4201314.807,1856.402,592002.479,4201314.718,1856.397,592002.645,4201314.062,1856.361,592003.251,4201314.202,1856.437,319.23,698.3810982279589,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,0.1454
